word,meaning
needle," n. 针
vt. 用针缝,激怒,嘲弄
vi. 缝纫"
nectar," n. 花蜜, 甜美的饮料，众神饮用的酒"
necessity," n. 需要, 必需品, 必然"
narrative," n. 叙述,故事
adj. 叙述的,叙事的,故事体的"
narrator," n. 叙述者(讲解员,播音员)"
myriad," adj. 无数的
n. 极大数量"
mussel," n. 淡菜, 贻贝"
morphology, n. 形态学，语形论，形态论
morally, adv. 道德上地，道义上地
monopoly," n. 垄断,专利, 独占，控制"
momentum," n. 动力,要素, 势头,（物理）动量"
model," n. 模型, 模范, 模特儿
adj. 模范的, 作模型用的
v. 做模型, 塑造, 模仿"
minimal," adj. 最低限度的,最小的"
midair, n. 半空中
Mediterranean," adj. 地中海(的)
n. 地中海"
mediocre," adj. 平庸的, 平凡的"
medieval, adj. 中世纪的
manure," n. 肥料
vt. 施肥"
manual," adj. 手工的,体力的
n. 手册,指南,键盘"
magnitude, n.巨大，广大； 重大，重要； 量级； （地震）级数
magnify, v. 放大，夸大
mice, n. 老鼠(复数)
meticulous," adj. 一丝不苟的, 精确的"
methane, n. 甲烷
meteorologist, n. 气象学家
memorable," n. 值得纪念的事物
adj. 值得纪念的"
melody," n. 旋律,曲子,美的音乐,曲调"
megawatt, n. [电]百万瓦特
lure," n. 饵,诱惑 vt. 引诱,诱惑"
longevity, n. 长寿
logical," adj. 符合逻辑的,逻辑上的,有推理能力的"
lizard," n. 蜥蜴, 蜥蜴皮"
linguistic," adj. 语言的, 语言学的"
linear, adj. 直线的，线性的，长度的
liberty, n. 自由；许可；冒失
landform," n.地形,地貌"
kinetic, adj. 运动的，动力学的
keen," adj. 锋利的,敏锐的,强烈的,精明的,热衷于"
isotope, n. 同位素
iridium, n. [化学] 铱（Ir）
intoxication," n. 喝醉, 陶醉, 中毒"
intimate," adj. 亲密的,私人的,秘密的
n.  密友
vt. 透露,暗示"
interrupt," n. 中断
vt. 打断,妨碍
vi. 插嘴
[计算机] 中断"
intellectual," n. 有知识者,知识份子,凭理智做事者
adj. 智力的,知性的,聪明的"
integrity," n. 诚实, 正直, 完整, 完善"
instantly," adv. 立即地, 即刻地"
inspection," n. 检查,视察"
injure," v. 伤害, 使...受冤屈"
inject, v. 注射
inherit," vi. 继承
vt. 继承,遗传"
ingredient," n. 成分, 因素"
influx," n. 流入, 河口, 辐辏
涌进; 汇集[C][S1]
an influx of customers
顾客的蜂拥而来"
indefinite," adj. 模糊的, 不确定的, 无限的"
inconspicuous," adj. 不显眼的, 难以觉察的"
conspicuous," adj. 显著的,显而易见的, 显眼的"
identical," adj. 相同的,同一的"
huddle," n. 杂乱一团, 混乱, 拥挤
v. 推挤, 乱堆, 草率了事"
hormone," n. 荷尔蒙, 激素"
homogeneous," adj. 同种的,同质的,均质的"
hieroglyphic," adj. 符号的, 象形文字的，字迹模糊的
n. 象形文字，难辨别的书写"
hay, n. 干草
haul," n. 拖;大批赃物;一网的捕获量;拖运货物的距离
vt. 用力拖拉,用车运送,改变方向,把某人带上来审问或训斥
vi. 拉,行进,提供交通,改变风向"
hamper," n. 食盒,食篮
v. 阻碍,使...困累,困累"
greenish, adj. 带绿色的
grandiose," adj. 宏伟的, 堂皇的, 浮夸的"
gradient," n. 倾斜度,坡度,升降率
adj. 倾斜的,步行的,步行态的"
goose," n. 鹅，鹅肉
vt. 推动"
gland, n. 腺
girder," n. 桁, 梁"
gibbon, n. 长臂猿
genuine," adj. 真正的,真实的,诚恳的"
generous," adj. 慷慨的,宽宏大量的,丰盛的,味浓的"
gender," n. 性,性别
vt.& vi. 产生,发生"
frown," n. 皱眉, 不悦
vt. &vi. 皱眉头, 不同意"
friction," n. 摩擦,摩擦力,分歧"
freeze," v. 冻结, 冷冻, 僵硬
[计算机] 冻结"
fracture," n. 破碎,骨折
vt. 破碎,破裂
vi. 断裂"
fraction," n. 分数, 小部分, 破片"
founder," n. 创立者, 建立者
v. 摔倒, 失败，沉没，弄跛"
foremost," adj. 最初的
adv. 在最前面"
forbid," vt. 禁止,妨碍, 阻止"
foliage, n. 叶子(总称)，簇叶
fodder," n. 饲料, 草料，原料
vt. 供草料"
flesh," n. 肉(体),人性
vt. 用肉喂,赋予血肉,使长肉
vi. 变胖"
fleece," n. 羊毛，绒头织物；羊毛制的覆盖物
vt. 剪下羊毛；欺诈，剥削"
flax," n. 亚麻, 麻布, 亚麻织品"
fern, n. 羊齿植物，蕨
feat," n. 壮举,功绩,技艺表演"
fatal," adj. 致命的, 毁灭性的, 决定性的"
fascinating, adj. 迷人的
fare," n. 费用,食物
v. 进展,进步,经营"
fame," n. 名声,名望
vt. 使有名望"
fade," vi. 褪色,消失,凋谢
vt. 使褪色
n. 淡入,淡出
adj. 平凡的,乏味的"
exuberant," adj. 繁茂的, 丰富的，充满活力的"
exempt," n. 免税者,被免除义务者
adj. 免除的
v. 使免除"
execute," vt. 执行,处决，实行,完成
[计算机] 执行"
excitation," n. 刺激, 激动, 激发"
evaluate," vt. 评估,评价"
ether," n. 乙醚, 醚"
estate," n. 财产,房地产,状态,遗产"
erect," adj. 直立的,竖立的,笔直的
v. 竖立,使...直立,建筑"
equatorial," adj. 近赤道的, 赤道的"
epitome," n. 摘要, 缩影, 化身"
episode," n. 插曲,插话,(作品的一段)情节,有趣的事件"
ensue, v. 跟着发生，继起，因而产生
endure," vt. 忍耐,容忍
vi. 持久,持续"
encroach," v. 侵占,蚕食
vi. 侵占,侵犯,侵害
vt. 侵犯"
encase," v. 包围,装入箱内
vt. 把...装入箱中,包起"
elongate," v. 延长, 伸长
vt. 伸长"
elegant," adj. 优雅的, 精美的, 俊美的"
efficiency, n. 效率；效能；功效
edition," n. 版, 版本"
earthenware, n. 陶器
dwarf," n. 矮子,侏儒
vt. 使矮小
vi. 变小"
dormancy, n. 休眠，冬眠，潜伏
dolphin, n. 海豚
disguise," n. 假面目,伪装物,假装
vt. 假装,假扮,掩饰"
discrete," adj. 不连续的 离散的
[计算机] 分离 离散"
discern," vt.看出； 理解，了解； 识别，辨别
vi.辨明，分清"
discard," n. 丢牌,废牌
vt. 丢弃,抛弃
vi. 丢牌"
diffuse," vt. 散播,使(气体或液体)慢慢混合
vi. 弥漫,扩散
adj. 冗长的,四散的,散漫的"
dictate," vi. 听写
vt. 口述,口授
n. 命令,指挥,指令"
dialect, n. 方言
devour," vt. 吞食,耗尽,吞没,贪婪的享用"
detachment, n. 分离，分遣，冷漠，公正
detach," vt. 使分离, 拆卸
[计算机] 脱离"
despondent," adj. 沮丧的, 没有精神的"
deprive," vt. 剥夺,拒绝,免职"
depart," vt. 离开
vi. 离开,死亡,脱轨"
demise," n. 死亡,转让房产,让位
vt. 让渡,遗赠,转让
vi. 遗赠,死亡"
delight," n. 快乐,高兴
vi. 给与乐趣,使高兴
vt. 使高兴"
dehydrate," v. （使）脱水, （使）干燥"
decoy, n. 引诱(假目标) vt 引诱
decomposition," n. 分解,腐败,变质"
decompose," vi. &vt. 分解
vt. 腐烂"
deciduous," adj. 每年落叶的, 非永久性的"
debate," n. 辩论,讨论
vt. 争论,思考
vi. 商讨,辩论"
damp," n. 毒气,湿气,丧气
adj. 潮湿的
vt. 呛,抑制,使潮湿
vi. 衰减"
customary," adj. 习惯的, 惯例的"
custom," n. 习惯, 风俗, 海关"
curtain," n. 窗帘,遮蔽物,幕
vt. 用窗帘装饰,遮蔽"
curious," adj. 好奇的,古怪的"
cue," n. 字母Q,信号,线索,球杆
vt. 暗示,用球杆打球
vi. 使用球杆"
cry," n. 叫,哭,喊,口号,叫卖声,普遍意见
vt. 大声叫喊,宣传,哭得...
vi. 哭,叫,喊,强烈要求"
crowd," n.人群； 群众； 一群
vi.拥挤，聚集
vt.挤满； 将…塞进； 催逼"
credit," n. 信用, 荣誉, 贷款, 学分
v. 归功于, 赞颂, 信任"
cow," n. 母牛, 母兽
vt.恐吓"
court," n. 法院, 庭院, 奉承, 球场
v. 献殷勤, 追求, 招致（危险、失败等）"
course," n. 课程, 讲座, 过程, 路线, 一道(菜)"
cotta, n. 短白衣
corpse, n. 尸体
contrary," adj. 相反的,截然不同的
adv. 相反(地)
n. 反面,相反"
contradictory," adj. 反驳的,反对的,抗辩的
n. 正反对,矛盾对立"
contour," n. 轮廓(等高线,周线,电路,概要)
vt. 画轮廓(画等高线)
adj. 显示轮廓的"
constitute," vt. 构成,建立,任命"
condense," v. 浓缩, 摘要, 缩短"
compromise," n. 妥协, 折衷, 折衷案
vt. 妥协处理, 危害
vi. 妥协, 让步"
comprise," vt. 包含,构成"
communal, adj. 公有的
commonsense," adj. 有常识的，明白事理的，
n.常识"
commission," n. 委任(状), 任官令; 委员会
n. 佣金; 犯罪行为
vt. 委任, 委托; 使服役"
coin," n. 硬币,金钱,货币
vt. 制造钱币,创造
adj. 与硬币有关的"
clinical, adj. 临床的
client, n.顾客； 当事人； 诉讼委托人； [计算机]客户端
clarify," vt. 澄清,阐明,使...明晰"
cite," vt. 引用,引证,传讯,嘉奖"
chimney, n. 烟囱
cheese," n.奶酪； <俚>微笑
vt.<俚>停止"
chart," n. 图表
vt. 制成图表"
Celsius, adj. 摄氏的
cellulose, n. 纤维素
celluloid, n. 赛璐珞
celestial," adj.天的，天空的
n.天人，神仙；（指封建时代的）中国人，天朝之人"
cavity," n. 洞, 空穴, 腔"
canvas, n. 帆布，（帆布）画布，油画
channel," n. 通道,频道,海峡,方法
vt. 引导,开导,形成河道,输送"
candle, n. 蜡烛
campus, n. (大学)校园
camel," n. 骆驼,浮船箱,浅黄棕色"
calcareous," adj.石灰质的,碳酸钙的"
cabin," n. 船舱,机舱,小木屋
vt. 抑制
vi. 住在小屋"
bushy," adj. 灌木一样的, 灌木茂密的, 多毛的"
brightness," n. 光亮, 明亮, 聪明"
breed," n. 品种,族类
vt. 养育,繁殖,引起
vi. 繁殖"
brass," n. 黄铜(制品),铜管（乐器）
adj. 黄铜的"
bond," n. 债券；结合；约定；粘合剂
vi. 结合，团结在一起
vt. 使结合；以…作保"
boil," v. 沸腾,煮沸
vi. 沸腾
vt. 煮沸"
boast," n. 吹牛
vt. &vi. 吹牛,自夸"
board," n. 木板, 甲板, 董事会
n. 伙食; 舞台, 演员的职业; 船舷
vt. 登(飞机、车、船等); 有偿提供食宿; 用木板覆盖
vi. 搭伙"
bluish, adj. 带蓝色的
bison, n. 野牛
bind," vt. 绑,约束,装订,粘合"
bilingual," adj. 双语的,用两种语言表达或书写的"
bias," n. 偏见，斜纹
vt. 使偏心"
bemoan," vt. 悲叹，为…惋惜, 认为遗憾"
beat," n. 打,敲打声,拍子,独家报道,一会儿
vt. &vi. 打,打败"
bean, n. 豆
beast," n. 畜牲
n. 凶残的人, 令人厌憎的人"
bath," n. 洗澡,洗澡水,浴盆,浴室,财政亏损,(复)游泳池
n. (Bath)巴斯(英国城市)
vt. &vi. 洗澡"
barter," n. 物物交换, 实物交易
v. 物物交换, 交换"
barren," adj. 不育的, 贫瘠的"
barn," n. 谷仓, 牲口棚"
bark," n. 狗叫,咆哮,厉声说话,树皮,小帆船
vi. 吠叫,咆哮,急促地说
vt. 咆哮,叫卖,撕(表皮)"
backdrop," n. 背景幕, 背景"
automate," v. 自动化
vt. 使自动化"
auditorium, n. 礼堂，观众席
attest," v. 证明, 作证, 为...作证"
astounding," adj. 令人惊骇的
动词astound的现在分词形式"
assure," vt. 保险,保证,确信,担保"
ascending," adj. 上升的
动词ascend的现在分词"
arousal," n. 激励, 鼓励, 唤醒, 激发"
arduous," adj. 费力的, 辛勤的, 险峻的"
aqueduct," n. [建]高架渠, 渡槽，[解]导管"
anticipate, vt. 预期，期望；占先，抢先；提前使用
antenna," n. 触角,天线,感觉,直觉"
alloy," n. 合金
vt. 使...成合金, 搀以劣质, 减低成色, 影响或贬损
vi. 有合金能力"
alkaloid," n. [生化]生物碱, 植物碱基"
algae," n. 水藻, 海藻"
aircraft, n. 飞机
aggravating," adj. 使更恶化的,加厉的,恼人的"
adorn," v. 装饰, 佩戴"
address,n. n.地址； 通信处； 演说； 称呼
acute," adj.尖的，锐的； 敏锐的，敏感的； 严重的，剧烈的； [医]急性的, 激烈的, 尖锐的"
Pullman," n. 卧车, 普式火车"
kinetoscope, n. 活动电影放映机
George," n. 乔治（男子名）
n. 自动操纵装置
n. 英国最高勋爵勋章上的圣乔治诛龙图"
British," adj. 英国的
n. 英国人, 英国英语"
plover, n. 珩科鸟
Proterozoic," n. 元古代 
adj. 元古代的"
haze," n. 薄雾
vi. (over)变模糊"
ichthyosaur, n. 鱼龙
peepshow, 西洋镜
coma, n. 昏迷
vaudeville," n. 滑稽通俗喜剧,杂耍"
fluke," n. 侥幸；锚爪；意外的挫折
v. 侥幸成功；意外受挫"
challenger," n. 挑战者, 需要全力对付的事物"
bladder, n. 膀胱，囊，囊状物
Wales, n. 英国威尔士（英国的一部分，位于大不列颠岛西南）
showman," n. 戏剧制作人, 玩杂耍的"
shaman, n. 萨满黄教的教徒或巫师
mackerel, n. 鲭
eusocial," adj.(昆虫)完全社会性的,完全群居的"
buoyant," adj. 有浮力的, 心情愉快的，趋于上涨的"
bloodhound, n. 侦探犬，侦探，间谍
levy," n. 征税,召集
vt. 征收,发动(战争
vi. 强收"
huckleberry, n. 越橘类植物
elk," n. [动]麋, 驼鹿，软鞣粗皮"
carol," n. 颂歌,欢乐的歌
vt.& vi. 欢唱"
blowhole," n. 喷水孔, 通风孔, 通气孔"
aviculture," n. 养鸟, 鸟类饲养"
warp," n. 弯,歪曲,乖僻
vt. 弄歪,翘曲"
tram," n. （英）有轨电车,矿车,煤车,缆车
(复数）trams:有轨电车轨道
vt. 用缆车,电车等运输"
thresh," v. 打(庄稼)
vt. 打谷"
swordfish, n. 箭鱼;剑鱼
Sarah, n. 莎拉
Santa," [美]=Santa Claus
n. 圣诞老人"
marlin," n. 马林鱼
n. 细索（=marline）"
lantern," n. 灯笼, [建筑学]天窗, 屋顶气窗"
harpsichord, n. 羽管键琴，大键琴
dandelion, n. 蒲公英
catharsis," n. 洗涤, 净化, 精神发泄"
Appalachian, adj. 阿帕拉契山脉的
vascular," adj. 血管的, 脉管的，充满活力的"
seismic, adj. 地震的
sedge, n. 菅茅，莎草
sailfish, n. 旗鱼
New Orleans, n. 新奥尔良(美国港口城市)
Maryland, n. 马里兰(州)[美国]
Inca, n. 印加人(古代秘鲁土著人)
igloo, n.（爱斯基摩人用冰雪凝块砌成的）拱形圆顶小屋
ford," n. 浅滩
v. 涉过, 涉水
Ford：福特汽车，福特（人名）"
Detroit, n. 底特律[美国城市]
clavichord, n. 古钢琴(钢琴的前身)
ammonia," n. 氨水,阿摩尼亚"
tricycle, n. 三轮车
tempera, n. 蛋彩画
stump," n. 残株, 烟蒂, 讲演台
v. 砍断, 蹒跚而走"
streptomycin, n. [药]链霉素
scuba, n. 水中呼吸器
providence," n. 天意, 天命 
n. 远见，卓识，先见之明
Providence: 上帝"
oxen," n. 牛
名词ox的复数形式"
Oliver, n. 奥利弗(男子名)
Nebraska, n. 内布拉斯加州（美国中央的一个州）
microwave," n. 微波,微波炉
vt. 用微波炉加热"
luncheon," n. 午宴, 正式的午餐"
linoleum," n. 油布, 油毯"
Lancaster, n. 兰开斯特（英格兰王朝名，英格兰西北部城市，美国俄亥俄州中南部城市，美国宾夕法尼亚州东南部城市）
gusher, n. 喷油穴(迸发出的东西)
gazelle, n. 小羚羊，瞪羚
emulsion," n. 乳状液, 感光乳剂"
clover, n. 三叶草，苜蓿
bighorn, n. 洛矶山羊
asthenosphere, n. 岩流圈，软流圈
Arkansas, n. 阿肯色州(美国州名)
aragonite, n. 霰石，文石
alligator," n. 产于美洲的鳄鱼
adj. 鳄鱼皮的
v. 龟裂成鳄鱼皮状"
